ETF,Financial Status,Market Category,NextShares,Round Lot Size,Security Name,Symbol,Test Issue
N,N,S,N,100,"Landcadia Holdings IV, Inc. - Class A Common Stock",LCA,N
N,N,S,N,100,L Catterton Asia Acquisition Corp - Class A Ordinary Shares,LCAA,N
N,N,S,N,100,L Catterton Asia Acquisition Corp - Units,LCAAU,N
N,N,S,N,100,L Catterton Asia Acquisition Corp - Warrant,LCAAW,N
N,N,S,N,100,"Landcadia Holdings IV, Inc. - Units",LCAHU,N
N,N,S,N,100,"Landcadia Holdings IV, Inc. - Warrant",LCAHW,N
N,N,S,N,100,Locafy Limited - Ordinary Share,LCFY,N
N,N,S,N,100,Locafy Limited - Warrant,LCFYW,N
N,N,Q,N,100,"Lucid Group, Inc. - Common Stock",LCID,N
N,N,S,N,100,LCNB Corporation - Common Stock,LCNB,N
N,N,Q,N,100,"Lifetime Brands, Inc. - Common Stock",LCUT,N
Y,N,G,N,100,iShares ESG MSCI EM Leaders ETF,LDEM,N
N,N,S,N,100,LDH Growth Corp I - Class A Ordinary Shares,LDHA,N
N,N,S,N,100,LDH Growth Corp I - Units,LDHAU,N
N,N,S,N,100,LDH Growth Corp I - Warrant,LDHAW,N
Y,N,G,N,100,First Trust Low Duration Strategic Focus ETF,LDSF,N
N,N,S,N,100,"Lands' End, Inc. - Common Stock",LE,N
N,N,Q,N,100,"Lincoln Electric Holdings, Inc. - Common Shares",LECO,N
N,N,S,N,100,SemiLEDS Corporation - Common Stock,LEDS,N
N,E,Q,N,100,"Lee Enterprises, Incorporated - Common Stock",LEE,N
N,D,S,N,100,"Lead Edge Growth Opportunities, Ltd - Class A Ordinary Shares",LEGA,N
N,D,S,N,100,"Lead Edge Growth Opportunities, Ltd - Units",LEGAU,N
N,D,S,N,100,"Lead Edge Growth Opportunities, Ltd - Warrant",LEGAW,N
N,N,Q,N,100,Legacy Housing Corporation - Common Stock,LEGH,N
N,E,Q,N,100,Legend Biotech Corporation - American Depositary Shares,LEGN,N
Y,N,G,N,100,First Trust Indxx Innovative Transaction & Process ETF,LEGR,N
N,N,Q,N,100,"Leslie's, Inc. - Common Stock",LESL,N
N,N,S,N,100,Lexaria Bioscience Corp. - Common Stock,LEXX,N
N,N,S,N,100,Lexaria Bioscience Corp. - Warrant,LEXXW,N
N,N,G,N,100,LF Capital Acquisition Corp. II - Class A Common Stock,LFAC,N
N,N,G,N,100,LF Capital Acquisition Corp. II - Units,LFACU,N
N,N,G,N,100,LF Capital Acquisition Corp. II - Warrants,LFACW,N
N,N,Q,N,100,"Lifecore Biomedical, Inc. - Common Stock",LFCR,N
N,D,G,N,100,"Leafly Holdings, Inc. - Common Stock",LFLY,N
N,D,G,N,100,"Leafly Holdings, Inc. - Warrant",LFLYW,N
N,N,G,N,100,"LifeMD, Inc. - Common Stock",LFMD,N
N,N,G,N,100,"LifeMD, Inc. - 8.875% Series A Cumulative Perpetual Preferred Stock",LFMDP,N
N,N,Q,N,100,"LifeStance Health Group, Inc. - Common Stock",LFST,N
N,N,Q,N,100,"Littelfuse, Inc. - Common Stock",LFUS,N
N,N,S,N,100,Lifevantage Corporation - Common Stock,LFVN,N
N,N,S,N,100,Lazard Growth Acquisition Corp. I - Ordinary Shares,LGAC,N
N,N,S,N,100,Lazard Growth Acquisition Corp. I - Units,LGACU,N
N,N,S,N,100,Lazard Growth Acquisition Corp. I - Warrants,LGACW,N
N,N,S,N,100,Lion Group Holding Ltd. - American Depositary Share,LGHL,N
N,N,S,N,100,Lion Group Holding Ltd. - Warrant,LGHLW,N
N,N,Q,N,100,"LGI Homes, Inc. - Common Stock",LGIH,N
N,D,S,N,100,"LogicMark, Inc. - Common Stock",LGMK,N
N,N,G,N,100,Ligand Pharmaceuticals Incorporated - Common Stock,LGND,N
N,N,Q,N,100,Largo Inc. - Common Shares,LGO,N
N,N,G,N,100,Semper Paratus Acquisition Corporation - Class A Ordinary Shares,LGST,N
N,N,G,N,100,Semper Paratus Acquisition Corporation - Unit,LGSTU,N
N,N,G,N,100,Semper Paratus Acquisition Corporation - Warrant,LGSTW,N
N,N,G,N,100,Legato Merger Corp. II - Common Stock,LGTO,N
N,N,G,N,100,Legato Merger Corp. II - Unit,LGTOU,N
N,N,G,N,100,Legato Merger Corp. II - Warrants,LGTOW,N
N,N,G,N,100,LAMF Global Ventures Corp. I - Class A Ordinary Shares,LGVC,N
N,N,G,N,100,LAMF Global Ventures Corp. I - Unit,LGVCU,N
N,N,G,N,100,LAMF Global Ventures Corp. I - Warrant,LGVCW,N
N,N,S,N,100,Longeveron Inc. - common stock,LGVN,N
N,D,Q,N,100,LHC Group - common stock,LHCG,N
N,D,Q,N,100,"Lucira Health, Inc. - Common Stock",LHDX,N
N,N,Q,N,100,Li Auto Inc. - American Depositary Shares,LI,N
N,N,G,N,100,LianBio - American Depositary Shares,LIAN,N
N,N,G,N,100,Liberty Resources Acquisition Corp. - Class A Common Stock,LIBY,N
N,N,G,N,100,Liberty Resources Acquisition Corp. - Unit,LIBYU,N
N,N,G,N,100,Liberty Resources Acquisition Corp. - Warrant,LIBYW,N
N,N,S,N,100,"AEye, Inc. - Class A Common Stock",LIDR,N
N,N,S,N,100,"AEye, Inc. - Warrant",LIDRW,N
N,N,S,N,100,"aTyr Pharma, Inc. - Common Stock",LIFE,N
N,N,G,N,100,"MSP Recovery, Inc. - Class A Common Stock",LIFW,N
N,N,G,N,100,"MSP Recovery, Inc. - Warrant",LIFWW,N
N,N,G,N,100,"MSP Recovery, Inc. - Warrant",LIFWZ,N
N,N,Q,N,100,Liberty Latin America Ltd. - Class A Common Stock,LILA,N
N,N,Q,N,100,Liberty Latin America Ltd. - Class C Common Stock,LILAK,N
N,N,Q,N,100,Lilium N.V. - Class A Ordinary Shares,LILM,N
N,N,Q,N,100,Lilium N.V. - Warrants,LILMW,N
N,N,Q,N,100,Lincoln Educational Services Corporation - Common Stock,LINC,N
N,N,S,N,100,Lindblad Expeditions Holdings Inc.  - Common Stock,LIND,N
N,N,S,N,100,"Interlink Electronics, Inc. - Common Stock",LINK,N
N,N,G,N,100,Lionheart III Corp - Class A Common Stock,LION,N
N,N,G,N,100,Lionheart III Corp - Unit,LIONU,N
N,N,G,N,100,Lionheart III Corp - Warrant,LIONW,N
N,N,S,N,100,Lipella Pharmaceuticals Inc. - Common Stock,LIPO,N
N,D,S,N,100,"LiqTech International, Inc. - Common Stock",LIQT,N
N,N,Q,N,100,Lumentum Holdings Inc. - Common Stock,LITE,N
N,D,S,N,100,Snow Lake Resources Ltd. - Common Shares,LITM,N
N,N,G,N,100,Logistics Innovation Technologies Corp. - Class A Common stock,LITT,N
N,N,G,N,100,Logistics Innovation Technologies Corp. - Units,LITTU,N
N,N,G,N,100,Logistics Innovation Technologies Corp. - Warrant,LITTW,N
N,N,G,N,100,LIV Capital Acquisition Corp. II - Class A Ordinary Shares,LIVB,N
N,N,G,N,100,LIV Capital Acquisition Corp. II - Unit,LIVBU,N
N,N,G,N,100,LIV Capital Acquisition Corp. II - Warrants,LIVBW,N
N,N,S,N,100,Live Ventures Incorporated - Common Stock,LIVE,N
N,N,Q,N,100,LivaNova PLC - Ordinary Shares,LIVN,N
N,D,S,N,100,"Lixte Biotechnology Holdings, Inc. - Common Stock",LIXT,N
N,N,S,N,100,"Lixte Biotechnology Holdings, Inc. - Warrants",LIXTW,N
N,D,G,N,100,LIZHI INC. - American Depositary Shares,LIZI,N
N,D,S,N,100,Luokung Technology Corp - Ordinary Shares,LKCO,N
N,N,Q,N,100,Lakeland Financial Corporation - Common Stock,LKFN,N
N,N,Q,N,100,LKQ Corporation - Common Stock,LKQ,N
N,N,G,N,100,"LeMaitre Vascular, Inc. - Common Stock",LMAT,N
N,N,S,N,100,"Limbach Holdings, Inc. - Common Stock",LMB,N
Y,N,G,N,100,First Trust Low Duration Opportunities ETF,LMBS,N
N,N,G,N,100,LumiraDx Limited - Common stock,LMDX,N
N,N,G,N,100,LumiraDx Limited - Warrant,LMDXW,N
N,D,S,N,100,"LM Funding America, Inc. - Common Stock",LMFA,N
N,D,S,N,100,Liminal BioSciences Inc. - Common Shares,LMNL,N
N,N,Q,N,100,Limoneira Co - Common Stock,LMNR,N
N,N,S,N,100,"Limestone Bancorp, Inc. - Common Stock",LMST,N
N,N,S,N,100,"LINKBANCORP, Inc. - Common Stock",LNKB,N
N,N,S,N,100,"LENSAR, Inc. - Common Stock",LNSR,N
N,N,Q,N,100,Alliant Energy Corporation - Common Stock,LNT,N
N,N,G,N,100,"Lantheus Holdings, Inc. - Common Stock",LNTH,N
N,N,Q,N,100,"Light & Wonder, Inc.  - Common Stock",LNW,N
N,N,S,N,100,"Manhattan Bridge Capital, Inc - Common Stock",LOAN,N
N,N,Q,N,100,"El Pollo Loco Holdings, Inc. - Common Stock",LOCO,N
N,N,Q,N,100,Logitech International S.A. - Registered Shares,LOGI,N
N,N,G,N,100,"Loop Industries, Inc. - Common Stock",LOOP,N
N,N,Q,N,100,"Grand Canyon Education, Inc. - Common Stock",LOPE,N
N,N,S,N,100,Spark Networks SE - ADS,LOV,N
N,N,G,N,100,The Lovesac Company - Common Stock,LOVE,N
N,D,S,N,100,Lipocine Inc. - Common Stock,LPCN,N
N,N,Q,N,100,LPL Financial Holdings Inc. - Common Stock,LPLA,N
N,N,G,N,100,Open Lending Corporation - Class A Common Stock,LPRO,N
N,N,Q,N,100,"LivePerson, Inc. - Common Stock",LPSN,N
N,N,S,N,100,"LightPath Technologies, Inc. - Class A Common Stock",LPTH,N
N,D,G,N,100,"Leap Therapeutics, Inc. - Common Stock",LPTX,N
N,N,S,N,100,Liquidia Corporation - Common Stock,LQDA,N
N,N,Q,N,100,"Liquidity Services, Inc. - Common Stock",LQDT,N
N,N,Q,N,100,Lam Research Corporation - Common Stock,LRCX,N
N,N,Q,N,100,Logan Ridge Finance Corporation - Common Stock,LRFC,N
Y,N,G,N,100,ClearBridge Large Cap Growth ESG ETF,LRGE,N
N,N,G,N,100,"Larimar Therapeutics, Inc. - Common Stock",LRMR,N
Y,N,G,N,100,IQ U.S. Large Cap R&D Leaders ETF,LRND,N
N,N,Q,N,100,"Lesaka Technologies, Inc. - Common Stock",LSAK,N
N,N,G,N,100,"Lake Shore Bancorp, Inc. - Common Stock",LSBK,N
N,N,Q,N,100,Lattice Semiconductor Corporation - Common Stock,LSCC,N
N,N,S,N,100,Landsea Homes Corporation - Common Stock,LSEA,N
N,N,S,N,100,Landsea Homes Corporation - Warrant,LSEAW,N
N,N,S,N,100,"Lisata Therapeutics, Inc. - Common Stock",LSTA,N
N,N,Q,N,100,"Landstar System, Inc. - Common Stock",LSTR,N
N,N,Q,N,100,Liberty Media Corporation - Series A Liberty SiriusXM Common Stock,LSXMA,N
N,N,Q,N,100,Liberty Media Corporation - Series B Liberty SiriusXM Common Stock,LSXMB,N
N,N,Q,N,100,Liberty Media Corporation - Series C Liberty SiriusXM Common Stock,LSXMK,N
N,N,S,N,100,Lightbridge Corporation - Common Stock,LTBR,N
N,E,Q,N,100,"Latch, Inc. - Common Stock",LTCH,N
N,E,Q,N,100,"Latch, Inc. - Warrant",LTCHW,N
N,N,S,N,100,Lantern Pharma Inc. - Common Stock,LTRN,N
N,D,Q,N,100,"Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",LTRPA,N
N,N,Q,N,100,"Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",LTRPB,N
N,N,S,N,100,"Lantronix, Inc. - Common Stock",LTRX,N
N,H,G,N,100,"Lottery.com, Inc.  - Common Stock",LTRY,N
N,E,G,N,100,"Lottery.com, Inc.  - Warrant",LTRYW,N
N,N,G,N,100,Lucid Diagnostics Inc. - Common Stock,LUCD,N
N,N,S,N,100,"Innovative Eyewear, Inc. - Common Stock",LUCY,N
N,N,S,N,100,"Innovative Eyewear, Inc. - Warrants",LUCYW,N
N,N,Q,N,100,lululemon athletica inc. - Common Stock,LULU,N
N,N,G,N,100,"Lumos Pharma, Inc. - Common Stock",LUMO,N
N,N,S,N,100,Luna Innovations Incorporated - Common Stock,LUNA,N
N,N,Q,N,100,Pulmonx Corporation - Common Stock,LUNG,N
N,N,S,N,100,LuxUrban Hotels Inc. - Common Stock,LUXH,N
N,N,G,N,100,LAVA Medtech Acquisition Corp. - Class A Common Stock,LVAC,N
N,N,G,N,100,LAVA Medtech Acquisition Corp. - Unit,LVACU,N
N,N,G,N,100,LAVA Medtech Acquisition Corp. - Warrants,LVACW,N
Y,N,G,N,100,Franklin U.S. Low Volatility High Dividend Index ETF,LVHD,N
N,N,G,N,100,"Lulu's Fashion Lounge Holdings, Inc. - Common Stock",LVLU,N
N,D,S,N,100,"LiveOne, Inc. - Common Stock",LVO,N
N,N,Q,N,100,"LiveVox Holdings, Inc. - Class A Common Stock",LVOX,N
N,N,Q,N,100,"LiveVox Holdings, Inc. - Unit",LVOXU,N
N,N,Q,N,100,"LiveVox Holdings, Inc. - Warrant",LVOXW,N
N,N,S,N,100,Levere Holdings Corp. - Class A Ordinary Shares,LVRA,N
N,N,S,N,100,Levere Holdings Corp. - Unit,LVRAU,N
N,N,S,N,100,Levere Holdings Corp. - Warrant,LVRAW,N
N,N,Q,N,100,LAVA Therapeutics N.V. - Ordinary Shares,LVTX,N
N,N,G,N,100,"Lifeway Foods, Inc. - Common Stock",LWAY,N
N,N,S,N,100,"Lightwave Logic, Inc. - Common Stock",LWLG,N
N,N,Q,N,100,LexinFintech Holdings Ltd. - American Depositary Shares,LX,N
N,D,G,N,100,"Lixiang Education Holding Co., Ltd. - American Depositary Shares",LXEH,N
N,N,Q,N,100,"Lexicon Pharmaceuticals, Inc. - Common Stock",LXRX,N
N,N,Q,N,100,"Lyell Immunopharma, Inc. - Common Stock",LYEL,N
N,N,Q,N,100,"Lyft, Inc. - Class A Common Stock",LYFT,N
N,N,Q,N,100,Loyalty Ventures Inc. - Common Stock,LYLT,N
N,N,G,N,100,"Lyra Therapeutics, Inc. - Common Stock",LYRA,N
N,N,S,N,100,Lytus Technologies Holdings PTV. Ltd. - Common Shares,LYT,N
N,N,Q,N,100,LSI Industries Inc. - Common Stock,LYTS,N
N,N,Q,N,100,"LegalZoom.com, Inc. - Common Stock",LZ,N
N,N,S,N,100,Moringa Acquisition Corp - Class A Ordinary Shares,MACA,N
N,N,S,N,100,Moringa Acquisition Corp - Units,MACAU,N
N,N,S,N,100,Moringa Acquisition Corp - Warrant,MACAW,N
N,N,G,N,100,"Merrimack Pharmaceuticals, Inc. - Common Stock",MACK,N
N,N,Q,N,100,"Manhattan Associates, Inc. - Common Stock",MANH,N
N,N,Q,N,100,"WM Technology, Inc. - Class A Common Stock",MAPS,N
N,N,Q,N,100,"WM Technology, Inc. - Warrants",MAPSW,N
N,N,S,N,100,Maquia Capital Acquisition Corporation - Class A Common Stock,MAQC,N
N,N,S,N,100,Maquia Capital Acquisition Corporation - Unit,MAQCU,N
N,N,S,N,100,Maquia Capital Acquisition Corporation - Warrant,MAQCW,N
N,N,Q,N,100,Marriott International - Class A Common Stock,MAR,N
N,N,S,N,100,"Marathon Digital Holdings, Inc. - Common Stock",MARA,N
N,N,S,N,100,"Remark Holdings, Inc. - Common Stock",MARK,N
N,N,S,N,100,Marine Petroleum Trust - Units of Beneficial Interest,MARPS,N
N,N,Q,N,100,Masimo Corporation - Common Stock,MASI,N
N,N,G,N,100,908 Devices Inc. - Common Stock,MASS,N
N,N,Q,N,100,"Mattel, Inc. - Common Stock",MAT,N
N,D,S,N,100,Metalpha Technology Holding Limited - Ordinary Shares,MATH,N
N,N,Q,N,100,Matthews International Corporation - Class A Common Stock,MATW,N
Y,N,G,N,100,Simplify Bitcoin Strategy PLUS Income ETF,MAXI,N
N,N,Q,N,100,"Maxeon Solar Technologies, Ltd. - Ordinary Shares",MAXN,N
N,N,S,N,100,"J. W. Mays, Inc. - Common Stock",MAYS,N
Y,N,G,N,100,iShares MBS ETF,MBB,N
N,N,S,N,100,Middlefield Banc Corp. - Common Stock,MBCN,N
N,N,S,N,100,Merchants Bancorp - Common Stock,MBIN,N
N,N,S,N,100,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock",MBINM,N
N,N,S,N,100,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,MBINN,N
N,N,S,N,100,Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate,MBINO,N
N,N,S,N,100,Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,MBINP,N
N,D,S,N,100,"Mustang Bio, Inc. - Common Stock",MBIO,N
N,N,Q,N,100,Mobileye Global Inc. - Class A Common Stock,MBLY,N
N,N,S,N,100,"Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",MBNKP,N
N,N,S,N,100,Microbot Medical Inc.  - Common Stock,MBOT,N
N,N,S,N,100,"Moleculin Biotech, Inc. - Common Stock",MBRX,N
N,N,S,N,100,Nocturne Acquisition Corporation - Ordinary Shares,MBTC,N
N,N,S,N,100,Nocturne Acquisition Corporation - Right,MBTCR,N
N,N,S,N,100,Nocturne Acquisition Corporation - Unit,MBTCU,N
N,N,G,N,100,"Malibu Boats, Inc. - Common Stock",MBUU,N
N,N,Q,N,100,Mercantile Bank Corporation - Common Stock,MBWM,N
N,N,G,N,100,Mountain & Co. I Acquisition Corp. - Class A Ordinary Shares,MCAA,N
N,N,G,N,100,Mountain & Co. I Acquisition Corp. - Unit,MCAAU,N
N,N,G,N,100,Mountain & Co. I Acquisition Corp. - Warrant,MCAAW,N
N,N,G,N,100,Monterey Capital Acquisition Corporation - Class A Common Stock,MCAC,N
N,N,G,N,100,Monterey Capital Acquisition Corporation - Rights,MCACR,N
N,N,G,N,100,Monterey Capital Acquisition Corporation - Unit,MCACU,N
N,N,G,N,100,Monterey Capital Acquisition Corporation - Warrants,MCACW,N
N,N,S,N,100,Mountain Crest Acquisition Corp. III - Common Stock,MCAE,N
N,N,S,N,100,Mountain Crest Acquisition Corp. III - Right,MCAER,N
N,N,S,N,100,Mountain Crest Acquisition Corp. III - Unit,MCAEU,N
N,N,S,N,100,Mountain Crest Acquisition Corp. IV - Common Stock,MCAF,N
N,N,S,N,100,Mountain Crest Acquisition Corp. IV - Rights,MCAFR,N
N,N,S,N,100,Mountain Crest Acquisition Corp. IV - Unit,MCAFU,N
N,N,G,N,100,Mountain Crest Acquisition Corp. V - Common Stock,MCAG,N
N,N,G,N,100,Mountain Crest Acquisition Corp. V - Right,MCAGR,N
N,N,G,N,100,Mountain Crest Acquisition Corp. V - Unit,MCAGU,N
N,N,Q,N,100,Macatawa Bank Corporation - Common Stock,MCBC,N
N,N,Q,N,100,"MetroCity Bankshares, Inc. - Common Stock",MCBS,N
N,N,G,N,100,"MasterCraft Boat Holdings, Inc. - Common Stock",MCFT,N
Y,N,G,N,100,iShares MSCI China ETF,MCHI,N
N,N,Q,N,100,Microchip Technology Incorporated - Common Stock,MCHP,N
N,N,Q,N,100,"Marchex, Inc. - Class B Common Stock",MCHX,N
N,D,S,N,100,mCloud Technologies Corp. - Common Shares,MCLD,N
N,D,S,N,100,mCloud Technologies Corp. - 9.0% Series A Cumulative Perpetual Preferred Shares,MCLDP,N
N,D,S,N,100,mCloud Technologies Corp. - Warrants,MCLDW,N
N,N,Q,N,100,"Seres Therapeutics, Inc. - Common Stock",MCRB,N
N,N,Q,N,100,"Monarch Casino & Resort, Inc. - Common Stock",MCRI,N
Y,N,G,N,100,Martin Currie Sustainable International Equity ETF,MCSE,N
N,N,S,N,100,"Mill City Ventures III, Ltd. - Common Stock",MCVT,N
N,N,G,N,100,"MongoDB, Inc. - Class A Common Stock",MDB,N
Y,N,G,N,100,VictoryShares THB Mid Cap ESG ETF,MDCP,N
N,N,Q,N,100,"Madrigal Pharmaceuticals, Inc. - Common Stock",MDGL,N
N,N,S,N,100,Medigus Ltd. - American Depositary Shares,MDGS,N
N,N,S,N,100,Medigus Ltd. - Series C Warrant,MDGSW,N
N,N,S,N,100,Mediaco Holding Inc. - Class A Common Stock,MDIA,N
Y,N,G,N,100,Multi-Asset Diversified Income Index Fund,MDIV,N
N,N,S,N,100,MDJM LTD - Ordinary Shares,MDJH,N
N,N,Q,N,100,"Mondelez International, Inc. - Class A Common Stock",MDLZ,N
N,D,S,N,100,Medicenna Therapeutics Corp. - Common Shares,MDNA,N
N,D,S,N,100,"Medalist Diversified REIT, Inc. - Common Stock",MDRR,N
N,N,S,N,100,"Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock",MDRRP,N
N,N,Q,N,100,Veradigm Inc. - common stock,MDRX,N
N,D,S,N,100,"MedAvail Holdings, Inc.  - Common Stock",MDVL,N
N,N,G,N,100,MediWound Ltd. - Ordinary Shares,MDWD,N
N,N,S,N,100,Midwest Holding Inc. - Common Stock,MDWT,N
N,N,S,N,100,"MiMedx Group, Inc - Common Stock",MDXG,N
N,N,S,N,100,MDxHealth SA - American Depositary Shares,MDXH,N
N,N,Q,N,100,23andMe Holding Co. - Common Stock,ME,N
N,N,S,N,100,SEP Acquisition Corp - Class A Common Stock,MEAC,N
N,N,S,N,100,SEP Acquisition Corp - Unit,MEACU,N
N,N,S,N,100,SEP Acquisition Corp - Warrants,MEACW,N
N,N,Q,N,100,"Medpace Holdings, Inc. - Common Stock",MEDP,N
N,D,S,N,100,"TRxADE HEALTH, Inc. - Common Stock",MEDS,N
N,N,S,N,100,Magic Empire Global Limited - Ordinary Shares,MEGL,N
N,D,S,N,100,"MEI Pharma, Inc. - Common Stock",MEIP,N
N,N,G,N,100,MELI Kaszek Pioneer Corp - Class A Ordinary Shares,MEKA,N
N,N,Q,N,100,"MercadoLibre, Inc. - Common Stock",MELI,N
N,N,S,N,100,Minority Equality Opportunities Acquisition Inc. - Class A Common Stock,MEOA,N
N,N,S,N,100,Minority Equality Opportunities Acquisition Inc. - Units,MEOAU,N
N,N,S,N,100,Minority Equality Opportunities Acquisition Inc. - Warrants,MEOAW,N
N,N,Q,N,100,Methanex Corporation - Common Stock,MEOH,N
N,N,Q,N,100,Mercer International Inc. - Common Stock,MERC,N
N,N,Q,N,100,"Mesa Air Group, Inc. - Common Stock",MESA,N
N,N,Q,N,100,Mesoblast Limited - American Depositary Shares,MESO,N
N,N,Q,N,100,"Meta Platforms, Inc. - Class A Common Stock",META,N
N,N,Q,N,100,"Ramaco Resources, Inc. - Common Stock",METC,N
N,N,Q,N,100,"Ramaco Resources, Inc. - 9.00% Senior Notes due 2026",METCL,N
N,D,S,N,100,Meten Holding Group Ltd. - Ordinary Shares,METX,N
N,N,S,N,100,Meten Holding Group Ltd. - Warrant,METXW,N
N,D,G,N,100,Missfresh Limited - American Depositary Shares,MF,N
N,N,S,N,100,Mercurity Fintech Holding Inc. - American Depositary Shares,MFH,N
N,N,Q,N,100,MidCap Financial Investment Corporation - Closed End Fund,MFIC,N
N,N,Q,N,100,Medallion Financial Corp. - Common Stock,MFIN,N
Y,N,G,N,100,First Trust Flexible Municipal High Income ETF,MFLX,N
N,D,S,N,100,Mobile Global Esports Inc. - Common Stock,MGAM,N
N,N,Q,N,100,MGE Energy Inc. - Common Stock,MGEE,N
N,N,Q,N,100,"Moneygram International, Inc. - Common Stock",MGI,N
N,N,Q,N,100,Magic Software Enterprises Ltd. - Ordinary Shares,MGIC,N
N,N,Q,N,100,"Magnite, Inc. - Common Stock",MGNI,N
N,N,Q,N,100,"MacroGenics, Inc. - Common Stock",MGNX,N
N,N,S,N,100,MGO Global Inc. - Common Stock,MGOL,N
N,N,Q,N,100,"MGP Ingredients, Inc. - Common Stock",MGPI,N
N,N,Q,N,100,McGrath RentCorp - Common Stock,MGRC,N
N,N,G,N,100,"Magenta Therapeutics, Inc. - Common Stock",MGTA,N
N,N,Q,N,100,MeiraGTx Holdings plc - Ordinary Shares,MGTX,N
N,N,G,N,100,"Magyar Bancorp, Inc. - Common Stock",MGYR,N
N,N,S,N,100,"Maiden Holdings, Ltd. - Common Stock",MHLD,N
N,N,G,N,100,"Meihua International Medical Technologies Co., Ltd. - Ordinary Shares",MHUA,N
N,N,S,N,100,"The Singing Machine Company, Inc. - Common Stock",MICS,N
N,N,S,N,100,"MICT, Inc. - Common Stock",MICT,N
N,N,Q,N,100,The Middleby Corporation - Common Stock,MIDD,N
N,D,S,N,100,Mawson Infrastructure Group Inc. - Common Stock,MIGI,N
Y,N,G,N,100,Global X Millennial Consumer ETF,MILN,N
N,D,Q,N,100,"MIND Technology, Inc. - Common Stock",MIND,N
N,N,Q,N,100,"MIND Technology, Inc. - Series A 9.00% Series A Cumulative Preferred Stock",MINDP,N
N,D,S,N,100,"Minim, Inc. - Common Stock",MINM,N
N,N,G,N,100,"Mirum Pharmaceuticals, Inc. - common stock",MIRM,N
N,N,S,N,100,Miromatrix Medical Inc. - Common Stock,MIRO,N
N,N,Q,N,100,Milestone Pharmaceuticals Inc. - Common Shares,MIST,N
N,N,S,N,100,Coliseum Acquisition Corp. - Class A Ordinary Share,MITA,N
N,N,S,N,100,Coliseum Acquisition Corp. - Unit,MITAU,N
N,N,S,N,100,Coliseum Acquisition Corp. - Warrant,MITAW,N
N,E,S,N,100,"Mitek Systems, Inc. - Common Stock",MITK,N
N,N,Q,N,100,"MKS Instruments, Inc. - Common Stock",MKSI,N
N,N,G,N,100,"MarketWise, Inc. - Class A Common Stock",MKTW,N
N,N,Q,N,100,"MarketAxess Holdings, Inc. - Common Stock",MKTX,N
N,N,S,N,100,"Molekule Group, Inc. - Common Stock",MKUL,N
N,N,Q,N,100,"Mesa Laboratories, Inc. - Common Stock",MLAB,N
N,N,S,N,100,Malacca Straits Acquisition Company Limited - Class A Ordinary Shares,MLAC,N
N,N,S,N,100,Malacca Straits Acquisition Company Limited - Units,MLACU,N
N,N,S,N,100,Malacca Straits Acquisition Company Limited - Warrants,MLACW,N
N,N,G,N,100,McLaren Technology Acquisition Corp. - Class A Common Stock,MLAI,N
N,N,G,N,100,McLaren Technology Acquisition Corp. - Unit,MLAIU,N
N,N,G,N,100,McLaren Technology Acquisition Corp. - Warrant,MLAIW,N
N,N,Q,N,100,Melco Resorts & Entertainment Limited - American Depositary Shares ,MLCO,N
N,N,S,N,100,Moolec Science SA - Ordinary shares,MLEC,N
N,N,S,N,100,Moolec Science SA - Warrant,MLECW,N
N,N,S,N,100,"MicroAlgo, Inc. - Ordinary Shares",MLGO,N
N,N,Q,N,100,"MillerKnoll, Inc. - Common Stock",MLKN,N
N,N,S,N,100,MoonLake Immunotherapeutics - Class A Ordinary Shares,MLTX,N
N,N,G,N,100,"Malvern Bancorp, Inc. - Common Stock",MLVF,N
N,N,S,N,100,Meta Materials Inc. - Common Stock,MMAT,N
N,N,Q,N,100,Martin Midstream Partners L.P. - Common Units Representing Limited Partnership Interests,MMLP,N
N,N,S,N,100,"MamaMancini's Holdings, Inc. - Common Stock",MMMB,N
N,N,Q,N,100,"Merit Medical Systems, Inc. - Common Stock",MMSI,N
N,N,G,N,100,MultiMetaVerse Holdings Limited - Class A Ordinary Share,MMV,N
N,N,S,N,100,MultiMetaVerse Holdings Limited - Warrant,MMVWW,N
N,N,Q,N,100,MakeMyTrip Limited - Ordinary Shares,MMYT,N
N,N,G,N,100,MIND C.T.I. Ltd. - Ordinary Shares,MNDO,N
N,N,Q,N,100,monday.com Ltd. - Ordinary Shares,MNDY,N
N,N,G,N,100,MannKind Corporation - Common Stock,MNKD,N
N,N,S,N,100,Mind Medicine (MindMed) Inc. - Common Shares,MNMD,N
N,N,G,N,100,"MediciNova, Inc. - Common Stock",MNOV,N
